Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureBucket,PromotionGapRatio,IncomePerJobLevel,AttritionRiskScore,RiskTier
26,0,Travel_Frequently,817,Research & Development,13,2,Life Sciences,3,Female,97,1,3,Manager,4,Divorced,19632,2540,8,No,16,3,3,0,12,1,3,11,10,7,11,10+yrs,0.5833333333333334,6544.0,0.08,Low
23,0,Non-Travel,142,Human Resources,22,3,Technical Degree,3,Female,63,4,4,Laboratory Technician,2,Single,12895,26382,1,No,14,3,3,3,19,5,3,17,2,8,3,10+yrs,0.4444444444444444,3223.75,0.11,Low
24,0,Travel_Rarely,1168,Research & Development,18,3,Other,4,Female,92,4,1,Manufacturing Director,3,Married,5327,12849,4,No,18,3,2,3,13,0,3,10,3,10,2,6-10yrs,0.9090909090909091,5327.0,0.05,Low
59,0,Travel_Frequently,149,Research & Development,7,1,Marketing,4,Male,34,3,3,Sales Representative,2,Married,18827,4783,5,Yes,19,3,3,2,16,4,1,13,2,4,3,10+yrs,0.2857142857142857,6275.666666666667,0.10666666666666667,Low
42,0,Travel_Rarely,467,Research & Development,25,2,Other,2,Female,97,1,1,Laboratory Technician,1,Single,5496,25214,6,No,18,3,1,0,16,1,3,13,5,11,7,10+yrs,0.7857142857142857,5496.0,0.08,Low
32,0,Travel_Rarely,654,Research & Development,6,4,Technical Degree,1,Male,34,4,4,Sales Executive,2,Married,9216,21819,7,No,11,3,3,3,6,1,1,6,6,6,6,6-10yrs,0.8571428571428571,2304.0,0.08666666666666667,Low
36,1,Travel_Rarely,1083,Sales,29,2,Marketing,2,Female,86,1,3,Sales Executive,1,Married,17314,4058,6,Yes,22,3,1,3,8,2,3,6,6,0,6,6-10yrs,0.0,5771.333333333333,0.36666666666666664,Medium
25,0,Non-Travel,670,Sales,21,1,Medical,3,Male,91,1,4,Sales Representative,3,Single,10892,12921,5,No,15,3,1,1,13,2,2,10,3,5,10,6-10yrs,0.45454545454545453,2723.0,0.21666666666666667,Low
41,0,Travel_Rarely,1243,Research & Development,10,4,Life Sciences,4,Female,50,3,2,Human Resources,2,Married,5616,24656,1,No,12,4,4,2,1,4,3,0,0,0,0,0-2yrs,0.0,2808.0,0.12333333333333334,Low
35,0,Travel_Rarely,1408,Research & Development,6,4,Other,2,Female,51,2,1,Sales Representative,2,Single,2521,19066,2,Yes,18,3,2,2,19,4,4,17,10,16,6,10+yrs,0.8888888888888888,2521.0,0.13333333333333333,Low
51,0,Travel_Frequently,1171,Research & Development,27,3,Human Resources,1,Female,70,1,3,Sales Executive,1,Married,7857,6863,3,No,19,3,3,2,15,2,1,15,7,15,13,10+yrs,0.9375,2619.0,0.11,Low
18,0,Travel_Rarely,154,Sales,16,3,Marketing,2,Female,80,3,1,Manager,4,Single,13769,19510,3,No,12,3,2,1,11,1,3,7,6,2,2,6-10yrs,0.25,13769.0,0.04,Low
57,0,Travel_Frequently,1179,Research & Development,24,2,Other,3,Female,38,2,2,Laboratory Technician,1,Divorced,14578,6727,1,Yes,24,3,3,1,12,0,2,9,9,1,9,6-10yrs,0.1,7289.0,0.13333333333333333,Low
20,0,Non-Travel,388,Sales,25,2,Medical,1,Male,46,4,2,Laboratory Technician,3,Divorced,5235,10795,0,Yes,19,3,3,1,11,4,2,8,8,4,2,6-10yrs,0.4444444444444444,2617.5,0.13333333333333333,Low
35,1,Travel_Rarely,1343,Research & Development,2,4,Human Resources,2,Female,82,1,1,Human Resources,4,Divorced,4016,6885,3,No,24,3,4,1,18,5,3,16,3,9,13,10+yrs,0.5294117647058824,4016.0,0.7766666666666666,High
32,1,Travel_Rarely,1470,Research & Development,20,4,Marketing,2,Male,86,4,1,Research Director,3,Divorced,14327,19334,6,No,20,3,1,3,21,0,4,18,10,9,4,10+yrs,0.47368421052631576,14327.0,0.7933333333333333,High
48,0,Non-Travel,217,Research & Development,10,2,Technical Degree,4,Female,40,3,3,Sales Representative,3,Single,4022,25281,7,No,11,4,3,3,4,3,1,2,2,0,2,0-2yrs,0.0,1340.6666666666667,0.04,Low
45,0,Travel_Rarely,238,Research & Development,27,2,Life Sciences,3,Male,92,1,4,Healthcare Representative,4,Married,2220,3112,8,Yes,13,3,4,0,14,1,4,10,10,5,10,6-10yrs,0.45454545454545453,555.0,0.11333333333333333,Low
26,0,Travel_Rarely,1076,Sales,7,1,Technical Degree,3,Male,90,3,2,Manager,1,Single,10240,17093,4,No,24,4,2,0,1,1,4,0,0,0,0,0-2yrs,0.0,5120.0,0.04666666666666667,Low
38,0,Non-Travel,300,Research & Development,1,1,Human Resources,3,Female,90,4,2,Human Resources,4,Single,11847,8210,8,Yes,18,3,2,1,15,4,3,11,10,6,8,10+yrs,0.5,5923.5,0.10333333333333333,Low
40,0,Non-Travel,1456,Human Resources,20,2,Other,1,Male,46,1,1,Manager,3,Married,5630,20769,4,No,12,3,3,3,9,1,3,6,2,0,6,6-10yrs,0.0,5630.0,0.05,Low
37,0,Travel_Frequently,856,Research & Development,17,3,Marketing,2,Male,76,4,3,Manager,2,Married,5013,5482,4,No,12,4,3,2,12,1,2,8,6,3,8,6-10yrs,0.3333333333333333,1671.0,0.07666666666666666,Low
18,1,Travel_Rarely,903,Sales,17,3,Life Sciences,4,Female,41,2,4,Sales Executive,2,Single,5477,11160,1,Yes,18,3,2,3,11,0,1,11,1,6,1,10+yrs,0.5,1369.25,0.9233333333333333,High
25,1,Non-Travel,1304,Research & Development,8,4,Life Sciences,3,Female,43,4,3,Human Resources,3,Single,7513,7147,5,Yes,19,3,4,2,10,5,3,8,8,4,7,6-10yrs,0.4444444444444444,2504.3333333333335,0.85,High
39,0,Travel_Frequently,404,Sales,15,2,Life Sciences,3,Male,34,1,2,Research Director,4,Married,1175,23831,2,No,14,3,3,2,12,5,4,9,9,3,9,6-10yrs,0.3,587.5,0.056666666666666664,Low
28,0,Travel_Frequently,878,Sales,28,1,Medical,4,Male,64,3,3,Manufacturing Director,3,Single,1223,4064,4,No,13,3,3,2,22,5,1,19,6,12,8,10+yrs,0.6,407.6666666666667,0.08666666666666667,Low
40,0,Non-Travel,1498,Sales,23,4,Human Resources,3,Male,79,4,4,Laboratory Technician,1,Single,8038,16548,8,No,19,4,1,0,23,1,3,20,6,11,0,10+yrs,0.5238095238095238,2009.5,0.07666666666666666,Low
24,0,Travel_Frequently,130,Sales,29,4,Medical,3,Female,43,2,4,Human Resources,2,Married,1378,5010,4,No,17,3,3,0,3,1,3,0,0,0,0,0-2yrs,0.0,344.5,0.10666666666666667,Low
48,1,Travel_Rarely,344,Sales,10,3,Life Sciences,1,Male,43,1,1,Human Resources,3,Single,7046,16995,2,Yes,11,3,4,2,10,5,4,9,9,8,9,6-10yrs,0.8,7046.0,0.88,High
25,0,Travel_Rarely,304,Research & Development,26,1,Life Sciences,1,Female,49,2,2,Manufacturing Director,2,Divorced,12037,21197,6,Yes,11,3,3,1,25,3,2,21,13,16,6,10+yrs,0.7272727272727273,6018.5,0.16333333333333333,Low
45,0,Travel_Rarely,569,Sales,12,2,Marketing,1,Female,43,3,4,Laboratory Technician,4,Divorced,1591,20808,6,No,14,3,3,2,15,1,2,13,1,10,10,10+yrs,0.7142857142857143,397.75,0.14333333333333334,Low
53,1,Travel_Rarely,281,Research & Development,28,3,Technical Degree,2,Male,88,3,3,Research Director,3,Divorced,12738,2833,5,Yes,18,3,3,1,9,0,2,5,4,5,5,3-5yrs,0.8333333333333334,4246.0,0.3933333333333333,Medium
33,0,Travel_Rarely,340,Human Resources,26,4,Medical,3,Female,41,2,4,Manager,1,Single,12803,21341,0,No,15,3,1,0,16,4,4,14,9,14,1,10+yrs,0.9333333333333333,3200.75,0.056666666666666664,Low
23,0,Travel_Rarely,1293,Research & Development,5,3,Marketing,4,Female,49,4,4,Human Resources,3,Married,11893,9421,2,No,11,3,1,2,5,4,4,3,3,0,3,3-5yrs,0.0,2973.25,0.03333333333333333,Low
18,0,Non-Travel,750,Research & Development,29,2,Medical,2,Female,51,3,1,Healthcare Representative,1,Divorced,12906,19046,1,Yes,23,3,3,3,2,0,2,0,0,0,0,0-2yrs,0.0,12906.0,0.11666666666666667,Low
33,0,Travel_Rarely,601,Research & Development,18,2,Human Resources,3,Female,44,3,3,Healthcare Representative,2,Married,16375,26095,8,No,20,3,1,1,19,2,4,15,0,10,12,10+yrs,0.625,5458.333333333333,0.09666666666666666,Low
22,0,Travel_Rarely,686,Sales,23,2,Life Sciences,4,Female,95,4,3,Research Scientist,2,Single,2345,4972,2,Yes,19,3,1,0,16,2,3,12,3,8,6,10+yrs,0.6153846153846154,781.6666666666666,0.36666666666666664,Medium
55,0,Travel_Rarely,1458,Research & Development,17,1,Medical,3,Female,44,4,2,Manager,4,Divorced,4207,11067,4,No,14,3,4,1,20,2,2,18,14,18,13,10+yrs,0.9473684210526315,2103.5,0.10333333333333333,Low
58,0,Travel_Rarely,787,Research & Development,7,1,Technical Degree,2,Female,64,2,3,Manufacturing Director,4,Single,7023,23668,8,No,20,3,2,3,10,2,1,8,8,2,4,6-10yrs,0.2222222222222222,2341.0,0.03,Low
59,0,Travel_Frequently,756,Research & Development,29,4,Other,2,Male,69,2,1,Research Scientist,2,Divorced,14074,5537,8,No,24,3,4,1,21,1,3,21,3,21,2,10+yrs,0.9545454545454546,14074.0,0.24333333333333335,Low
56,0,Travel_Rarely,1399,Research & Development,4,2,Marketing,3,Male,48,3,2,Research Director,3,Single,17583,8522,1,No,20,4,4,0,10,2,3,10,0,2,10,6-10yrs,0.18181818181818182,8791.5,0.14333333333333334,Low
42,0,Travel_Rarely,152,Research & Development,24,4,Life Sciences,2,Female,62,3,2,Manufacturing Director,3,Divorced,18454,15727,7,No,15,3,1,3,21,5,4,18,11,10,9,10+yrs,0.5263157894736842,9227.0,0.37666666666666665,Medium
31,0,Non-Travel,769,Research & Development,7,2,Technical Degree,1,Male,41,2,2,Research Scientist,3,Single,12061,26904,6,No,16,3,4,0,3,5,3,2,2,0,2,0-2yrs,0.0,6030.5,0.13,Low
36,0,Travel_Rarely,1147,Research & Development,23,4,Medical,3,Male,63,3,3,Human Resources,3,Divorced,8792,9367,5,No,24,3,2,0,4,0,1,2,2,0,2,0-2yrs,0.0,2930.6666666666665,0.05,Low
28,0,Travel_Rarely,820,Research & Development,13,1,Medical,3,Male,31,3,4,Human Resources,4,Married,8827,11637,1,No,11,3,3,2,22,4,3,19,8,18,6,10+yrs,0.9,2206.75,0.04666666666666667,Low
53,0,Non-Travel,1315,Research & Development,7,1,Other,2,Male,60,4,4,Healthcare Representative,4,Single,2136,21894,6,Yes,14,3,1,1,21,3,3,20,3,18,0,10+yrs,0.8571428571428571,534.0,0.23333333333333334,Low
36,0,Travel_Rarely,1341,Research & Development,7,3,Other,1,Male,55,2,3,Laboratory Technician,4,Divorced,9836,4999,5,No,12,3,2,0,24,1,2,23,10,16,3,10+yrs,0.6666666666666666,3278.6666666666665,0.11666666666666667,Low
34,0,Travel_Frequently,570,Human Resources,10,4,Medical,4,Female,54,4,2,Research Scientist,1,Divorced,10744,10190,4,No,19,3,3,0,8,1,2,8,4,6,8,6-10yrs,0.6666666666666666,5372.0,0.06333333333333334,Low
46,0,Non-Travel,1244,Research & Development,27,1,Technical Degree,2,Female,37,1,4,Manager,2,Divorced,4957,9902,5,No,17,3,2,0,3,4,4,0,0,0,0,0-2yrs,0.0,1239.25,0.016666666666666666,Low
33,0,Non-Travel,441,Research & Development,23,3,Technical Degree,3,Male,99,4,4,Manager,2,Married,15591,12027,1,No,12,3,3,0,26,2,3,24,7,23,5,10+yrs,0.92,3897.75,0.10333333333333333,Low
32,0,Travel_Rarely,435,Sales,20,1,Other,1,Male,31,1,4,Manager,3,Single,16425,16338,5,No,24,3,1,0,15,0,3,15,2,15,3,10+yrs,0.9375,4106.25,0.10666666666666667,Low
27,0,Travel_Frequently,1468,Sales,19,3,Other,2,Female,40,4,4,Sales Representative,3,Single,6738,7540,1,Yes,18,3,1,1,8,5,2,6,6,4,6,6-10yrs,0.5714285714285714,1684.5,0.08,Low
20,0,Travel_Frequently,118,Research & Development,13,3,Marketing,3,Female,37,1,4,Healthcare Representative,3,Single,18366,11786,2,No,14,3,3,3,19,5,2,19,1,12,12,10+yrs,0.6,4591.5,0.12333333333333334,Low
19,0,Travel_Rarely,594,Sales,27,3,Life Sciences,1,Male,98,4,4,Sales Representative,2,Single,3034,24921,4,No,24,4,2,1,25,2,3,22,10,16,11,10+yrs,0.6956521739130435,758.5,0.1,Low
34,0,Non-Travel,981,Research & Development,8,2,Life Sciences,2,Female,52,4,3,Manager,2,Single,18302,22717,1,No,20,3,3,0,8,2,4,7,5,4,7,6-10yrs,0.5,6100.666666666667,0.043333333333333335,Low
59,1,Travel_Rarely,678,Research & Development,28,2,Life Sciences,3,Male,60,4,3,Research Director,2,Married,15593,25906,8,No,12,3,2,3,20,2,3,19,10,13,1,10+yrs,0.65,5197.666666666667,0.7466666666666667,High
28,0,Non-Travel,1282,Research & Development,12,3,Human Resources,4,Male,82,4,3,Sales Representative,4,Divorced,5254,19055,7,No,22,4,1,2,23,1,3,19,3,13,13,10+yrs,0.65,1751.3333333333333,0.07666666666666666,Low
44,1,Travel_Frequently,452,Research & Development,10,2,Human Resources,2,Female,33,2,2,Sales Executive,2,Married,13353,16556,4,No,11,3,3,3,15,0,1,12,6,7,2,10+yrs,0.5384615384615384,6676.5,0.81,High
31,0,Travel_Rarely,873,Research & Development,14,3,Human Resources,1,Female,34,1,4,Manager,1,Single,6904,7336,5,No,23,3,1,2,18,1,4,15,4,10,6,10+yrs,0.625,1726.0,0.05,Low
30,1,Travel_Rarely,275,Research & Development,22,1,Life Sciences,1,Female,42,4,3,Human Resources,4,Married,16194,5971,2,No,16,3,4,1,9,2,1,6,3,5,6,6-10yrs,0.7142857142857143,5398.0,0.7133333333333334,High
24,1,Non-Travel,395,Sales,21,2,Life Sciences,3,Female,77,3,3,Manager,1,Single,4051,15471,1,No,15,4,1,2,25,0,4,23,5,21,3,10+yrs,0.875,1350.3333333333333,0.75,High
41,1,Travel_Rarely,342,Research & Development,23,1,Medical,3,Female,98,4,3,Healthcare Representative,3,Married,5653,12122,8,No,11,3,4,0,24,0,2,24,0,19,3,10+yrs,0.76,1884.3333333333333,0.69,High
45,0,Travel_Rarely,1137,Sales,3,1,Technical Degree,3,Female,73,3,1,Manager,4,Divorced,6836,21688,3,No,24,3,2,1,25,5,4,24,5,23,0,10+yrs,0.92,6836.0,0.17333333333333334,Low
32,1,Travel_Rarely,383,Research & Development,5,2,Life Sciences,2,Female,91,3,4,Manager,2,Single,4793,2241,8,Yes,18,3,4,1,22,5,4,18,1,14,5,10+yrs,0.7368421052631579,1198.25,0.8,High
40,0,Travel_Frequently,1037,Human Resources,25,2,Technical Degree,1,Female,91,2,3,Manufacturing Director,2,Divorced,7323,24280,0,No,19,3,1,1,5,1,4,1,1,0,1,0-2yrs,0.0,2441.0,0.056666666666666664,Low
37,0,Travel_Rarely,583,Research & Development,29,1,Other,1,Male,49,2,4,Human Resources,2,Single,12449,6262,0,Yes,22,4,2,3,12,3,4,9,1,2,7,6-10yrs,0.2,3112.25,0.10666666666666667,Low
29,0,Travel_Rarely,891,Research & Development,4,1,Life Sciences,1,Female,42,2,1,Sales Executive,1,Divorced,13029,11873,4,Yes,18,3,2,3,15,0,3,11,0,10,0,10+yrs,0.8333333333333334,13029.0,0.4033333333333333,Medium
47,1,Travel_Frequently,1323,Research & Development,27,4,Human Resources,2,Female,41,3,1,Research Director,1,Single,11524,10905,7,No,15,4,1,1,27,5,4,23,6,23,3,10+yrs,0.9583333333333334,11524.0,0.7433333333333333,High
41,0,Travel_Rarely,1308,Research & Development,8,3,Technical Degree,2,Female,85,3,4,Research Scientist,1,Single,4603,25111,3,Yes,21,3,2,3,14,4,1,13,4,7,0,10+yrs,0.5,1150.75,0.15,Low
20,0,Travel_Rarely,115,Research & Development,29,3,Other,1,Female,76,1,3,Research Scientist,2,Married,4846,20010,7,Yes,18,3,1,0,16,1,1,13,13,11,3,10+yrs,0.7857142857142857,1615.3333333333333,0.10333333333333333,Low
38,0,Travel_Rarely,1197,Research & Development,29,3,Medical,3,Female,90,1,3,Manager,3,Married,18468,2899,1,Yes,14,3,2,3,6,1,3,3,3,0,3,3-5yrs,0.0,6156.0,0.09333333333333334,Low
34,0,Non-Travel,1437,Sales,19,1,Medical,2,Male,65,1,2,Manager,1,Married,5775,23325,7,No,22,3,2,2,19,1,4,19,5,16,0,10+yrs,0.8,2887.5,0.056666666666666664,Low
51,0,Non-Travel,1035,Research & Development,6,3,Life Sciences,4,Male,98,3,3,Human Resources,4,Single,2958,18917,3,No,22,4,1,2,12,0,4,8,3,6,2,6-10yrs,0.6666666666666666,986.0,0.05333333333333334,Low
30,0,Travel_Rarely,362,Sales,23,4,Human Resources,2,Female,92,3,3,Laboratory Technician,3,Divorced,9625,3702,2,Yes,14,3,4,2,4,2,3,2,2,0,2,0-2yrs,0.0,3208.3333333333335,0.24,Low
58,0,Travel_Rarely,1030,Research & Development,3,2,Other,1,Female,86,1,1,Sales Executive,1,Divorced,1130,21549,5,No,20,3,3,3,25,4,3,24,11,18,8,10+yrs,0.72,1130.0,0.12,Low
43,0,Travel_Rarely,990,Research & Development,10,4,Life Sciences,3,Female,86,3,3,Laboratory Technician,4,Divorced,7510,2847,7,No,23,3,4,2,6,4,3,4,2,2,4,3-5yrs,0.4,2503.3333333333335,0.03666666666666667,Low
23,0,Non-Travel,1027,Sales,19,4,Marketing,3,Female,38,1,3,Healthcare Representative,1,Divorced,17243,12628,8,Yes,22,3,4,3,1,0,4,0,0,0,0,0-2yrs,0.0,5747.666666666667,0.11333333333333333,Low
34,0,Travel_Rarely,700,Research & Development,2,3,Human Resources,4,Female,82,4,2,Manufacturing Director,3,Divorced,6080,6052,0,Yes,13,3,2,2,2,2,4,1,1,0,1,0-2yrs,0.0,3040.0,0.14333333333333334,Low
55,0,Travel_Rarely,835,Sales,12,1,Human Resources,3,Male,96,3,2,Laboratory Technician,2,Single,14371,2274,6,No,22,4,2,1,13,4,1,11,2,6,10,10+yrs,0.5,7185.5,0.06666666666666667,Low
28,0,Non-Travel,1012,Sales,24,3,Other,2,Male,50,3,4,Human Resources,3,Married,10306,15988,2,No,11,3,4,0,6,5,3,2,2,0,2,0-2yrs,0.0,2576.5,0.006666666666666667,Low
47,1,Travel_Rarely,749,Sales,3,4,Human Resources,3,Male,87,3,3,Manager,4,Divorced,7751,19175,4,No,19,3,2,3,23,3,2,21,12,12,5,10+yrs,0.5454545454545454,2583.6666666666665,0.8033333333333333,High
50,0,Travel_Rarely,1183,Sales,11,3,Other,4,Male,54,2,2,Sales Representative,4,Single,13569,13992,4,No,18,3,1,0,13,4,4,12,6,8,1,10+yrs,0.6153846153846154,6784.5,0.06,Low
47,0,Travel_Rarely,1093,Human Resources,1,4,Other,3,Male,44,4,3,Sales Representative,2,Married,12314,10564,6,Yes,11,3,3,0,11,1,3,8,5,5,8,6-10yrs,0.5555555555555556,4104.666666666667,0.08333333333333333,Low
21,0,Travel_Frequently,524,Human Resources,20,3,Other,4,Female,81,3,1,Manufacturing Director,3,Single,7046,14836,3,No,21,4,4,0,1,5,4,0,0,0,0,0-2yrs,0.0,7046.0,0.03666666666666667,Low
33,0,Travel_Rarely,954,Research & Development,3,2,Marketing,4,Male,41,1,2,Sales Representative,4,Divorced,5247,5795,2,No,15,3,1,0,13,2,2,11,2,3,5,10+yrs,0.25,2623.5,0.07333333333333333,Low
32,0,Non-Travel,1159,Research & Development,9,4,Marketing,4,Female,63,4,3,Human Resources,3,Divorced,18419,3249,4,Yes,22,4,3,0,4,4,3,3,3,0,3,3-5yrs,0.0,6139.666666666667,0.10333333333333333,Low
32,0,Travel_Rarely,785,Research & Development,16,1,Marketing,3,Male,95,3,2,Sales Representative,4,Single,4199,5927,6,No,23,3,2,1,25,1,1,24,11,24,1,10+yrs,0.96,2099.5,0.11,Low
54,0,Travel_Rarely,1101,Research & Development,7,2,Other,2,Male,40,2,1,Laboratory Technician,2,Divorced,19230,3356,7,No,19,3,2,1,8,1,4,7,7,3,7,6-10yrs,0.375,19230.0,0.02666666666666667,Low
18,0,Non-Travel,277,Research & Development,7,1,Medical,4,Male,40,4,3,Research Director,2,Married,9951,21229,0,No,19,4,2,1,12,3,1,11,9,4,4,10+yrs,0.3333333333333333,3317.0,0.21666666666666667,Low
40,0,Non-Travel,640,Sales,25,3,Human Resources,4,Female,96,1,4,Laboratory Technician,3,Divorced,19938,17217,5,No,11,4,1,1,4,3,2,0,0,0,0,0-2yrs,0.0,4984.5,0.04666666666666667,Low
59,0,Travel_Frequently,1082,Research & Development,23,4,Technical Degree,2,Female,84,3,2,Sales Executive,4,Single,7710,6684,0,No,23,3,2,1,6,3,4,3,3,0,0,3-5yrs,0.0,3855.0,0.05,Low
54,0,Travel_Frequently,1353,Human Resources,3,4,Life Sciences,1,Female,62,3,4,Manufacturing Director,4,Single,11744,16246,5,Yes,20,3,2,0,8,4,4,5,5,0,5,3-5yrs,0.0,2936.0,0.09666666666666666,Low
43,0,Travel_Rarely,1004,Sales,25,1,Marketing,4,Female,58,4,4,Healthcare Representative,3,Divorced,12689,14102,5,Yes,16,3,4,2,1,4,2,1,1,0,1,0-2yrs,0.0,3172.25,0.08333333333333333,Low
59,0,Travel_Frequently,1029,Research & Development,14,3,Medical,1,Female,97,3,3,Healthcare Representative,3,Divorced,7435,4782,7,No,12,3,1,1,18,1,2,18,10,18,6,10+yrs,0.9473684210526315,2478.3333333333335,0.11,Low
34,1,Travel_Rarely,579,Research & Development,5,4,Human Resources,4,Female,80,4,4,Laboratory Technician,3,Single,5144,26259,1,Yes,18,4,4,2,24,2,1,23,10,18,11,10+yrs,0.75,1286.0,0.8366666666666667,High
43,0,Travel_Rarely,1081,Research & Development,27,4,Marketing,1,Female,93,2,2,Laboratory Technician,2,Single,10886,25445,7,Yes,23,3,1,0,28,0,4,24,1,19,7,10+yrs,0.76,5443.0,0.12666666666666668,Low
40,0,Non-Travel,598,Research & Development,10,3,Marketing,4,Male,36,4,4,Human Resources,2,Married,13595,20970,6,Yes,23,3,2,3,6,4,1,6,2,0,6,6-10yrs,0.0,3398.75,0.14,Low
19,0,Travel_Frequently,172,Research & Development,10,1,Life Sciences,3,Male,67,1,1,Laboratory Technician,2,Single,5967,22217,5,Yes,12,3,2,2,22,0,1,19,1,11,4,10+yrs,0.55,5967.0,0.09,Low
19,0,Travel_Rarely,445,Human Resources,5,2,Life Sciences,2,Female,80,4,2,Research Director,4,Divorced,15570,15679,5,No,21,3,2,1,16,0,2,12,7,9,3,10+yrs,0.6923076923076923,7785.0,0.22,Low
55,1,Travel_Rarely,955,Research & Development,26,4,Human Resources,1,Male,32,4,3,Laboratory Technician,3,Divorced,13138,22095,4,No,12,3,4,1,2,3,1,1,1,0,1,0-2yrs,0.0,4379.333333333333,0.7666666666666667,High
25,0,Non-Travel,1446,Sales,9,3,Other,4,Male,65,3,1,Sales Executive,4,Divorced,4166,15206,0,No,16,3,4,1,2,5,1,2,1,0,1,0-2yrs,0.0,4166.0,0.03666666666666667,Low
32,0,Travel_Rarely,794,Research & Development,18,2,Medical,1,Female,33,1,4,Sales Executive,1,Married,18834,6151,7,Yes,17,4,3,3,13,2,3,13,11,6,11,10+yrs,0.42857142857142855,4708.5,0.13,Low
44,0,Travel_Rarely,1304,Research & Development,7,1,Human Resources,1,Male,93,2,4,Laboratory Technician,4,Married,1833,6183,3,No,11,3,3,2,10,1,3,10,8,3,2,6-10yrs,0.2727272727272727,458.25,0.02666666666666667,Low
42,0,Travel_Rarely,1189,Research & Development,26,3,Technical Degree,4,Female,77,1,1,Research Director,3,Married,13420,23350,0,No,12,4,3,1,4,1,2,0,0,0,0,0-2yrs,0.0,13420.0,0.04666666666666667,Low
39,0,Travel_Rarely,885,Research & Development,23,2,Marketing,3,Female,43,4,4,Healthcare Representative,4,Divorced,9352,13160,5,No,23,3,4,2,26,5,4,23,13,14,14,10+yrs,0.5833333333333334,2338.0,0.08666666666666667,Low
59,0,Travel_Rarely,1226,Research & Development,15,2,Marketing,1,Female,66,2,1,Sales Representative,2,Married,13422,20235,8,No,19,3,4,0,21,3,3,18,8,18,8,10+yrs,0.9473684210526315,13422.0,0.11,Low
51,0,Non-Travel,662,Research & Development,11,4,Human Resources,2,Female,37,4,1,Human Resources,2,Married,15706,5622,6,No,22,3,4,3,12,2,1,12,0,8,4,10+yrs,0.6153846153846154,15706.0,0.11,Low
57,0,Travel_Rarely,719,Sales,19,1,Other,3,Female,86,4,4,Sales Executive,1,Married,14056,13195,2,No,18,3,1,2,28,5,3,24,11,18,5,10+yrs,0.72,3514.0,0.23666666666666666,Low
45,1,Travel_Rarely,1131,Research & Development,15,1,Marketing,3,Female,43,1,3,Sales Executive,4,Married,13364,4089,7,Yes,17,3,2,1,27,0,3,24,13,24,6,10+yrs,0.96,4454.666666666667,0.7866666666666666,High
59,1,Travel_Frequently,994,Sales,28,4,Marketing,2,Male,72,4,4,Human Resources,3,Divorced,16976,7518,7,Yes,11,3,2,2,28,3,4,24,1,20,7,10+yrs,0.8,4244.0,0.6833333333333333,High
43,0,Travel_Rarely,838,Research & Development,20,4,Human Resources,2,Female,35,2,2,Manager,4,Married,14335,4728,2,No,18,3,1,0,7,2,1,6,6,1,1,6-10yrs,0.14285714285714285,7167.5,0.04,Low
40,0,Travel_Frequently,706,Sales,1,2,Technical Degree,1,Male,41,1,3,Manager,1,Divorced,16461,7203,4,No,21,3,4,1,22,1,1,22,7,16,2,10+yrs,0.6956521739130435,5487.0,0.21333333333333335,Low
52,0,Travel_Frequently,1466,Research & Development,24,4,Marketing,1,Female,98,2,1,Manufacturing Director,1,Single,8653,17165,7,No,13,3,1,3,16,5,2,12,2,11,11,10+yrs,0.8461538461538461,8653.0,0.11333333333333333,Low
54,0,Travel_Frequently,191,Research & Development,6,1,Marketing,4,Male,57,3,3,Research Director,4,Married,4853,2135,1,No,17,3,4,3,18,5,2,18,4,16,0,10+yrs,0.8421052631578947,1617.6666666666667,0.21333333333333335,Low
20,1,Travel_Frequently,177,Research & Development,9,1,Technical Degree,1,Female,38,4,4,Manager,1,Married,5463,6838,3,No,16,3,4,0,21,5,4,21,12,19,6,10+yrs,0.8636363636363636,1365.75,0.8133333333333334,High
56,0,Travel_Frequently,770,Research & Development,13,2,Life Sciences,4,Male,78,3,3,Laboratory Technician,3,Divorced,12630,19274,4,No,23,3,3,2,4,0,3,4,4,0,4,3-5yrs,0.0,4210.0,0.14666666666666667,Low
47,0,Travel_Frequently,148,Human Resources,7,3,Life Sciences,1,Female,44,1,4,Manager,2,Single,11103,5733,0,No,13,3,2,2,11,4,3,11,8,8,1,10+yrs,0.6666666666666666,2775.75,0.20666666666666667,Low
55,0,Travel_Frequently,577,Human Resources,28,1,Technical Degree,4,Male,71,2,2,Sales Executive,4,Single,2465,15889,1,Yes,12,3,2,2,5,2,3,3,3,0,3,3-5yrs,0.0,1232.5,0.14333333333333334,Low
48,0,Travel_Rarely,896,Sales,29,1,Medical,2,Male,86,2,4,Laboratory Technician,4,Married,4882,23678,5,Yes,13,3,3,1,7,2,4,6,6,0,6,6-10yrs,0.0,1220.5,0.17333333333333334,Low
